name,short_name,code,province,city,school_type,school_level,has_graduate_school,official_website,graduate_website,description,sort_order,status
吉林师范大学,吉林师范大学,4122010203,吉林省,四平市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,542,active
吉林工程技术师范学院,吉林工程技术师范学院,4122010204,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,543,active
长春师范大学,长春师范大学,4122010205,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,544,active
白城师范学院,白城师范学院,4122010206,吉林省,白城市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,545,active
吉林财经大学,吉林财经大学,4122010207,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,546,active
吉林体育学院,吉林体育学院,4122010208,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,547,active
吉林艺术学院,吉林艺术学院,4122010209,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,548,active
吉林外国语大学,吉林外国语大学,4122010964,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,549,active
吉林工商学院,吉林工商学院,4122011261,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,550,active
长春工程学院,长春工程学院,4122011437,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,551,active
吉林农业科技学院,吉林农业科技学院,4122011439,吉林省,吉林市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,552,active
吉林警察学院,吉林警察学院,4122011441,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,553,active
长春大学,长春大学,4122011726,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,554,active
长春光华学院,长春光华学院,4122013600,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,555,active
长春工业大学人文信息学院,长春工业大学人文信息学院,4122013601,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,556,active
长春电子科技学院,长春电子科技学院,4122013602,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,557,active
长春财经学院,长春财经学院,4122013603,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,558,active
吉林建筑科技学院,吉林建筑科技学院,4122013604,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,559,active
长春建筑学院,长春建筑学院,4122013605,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,560,active
长春科技学院,长春科技学院,4122013606,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,561,active
吉林动画学院,吉林动画学院,4122013607,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,562,active
吉林师范大学博达学院,吉林师范大学博达学院,4122013622,吉林省,四平市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,563,active
长春大学旅游学院,长春大学旅游学院,4122013623,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,564,active
长春人文学院,长春人文学院,4122013662,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,565,active
吉林医药学院,吉林医药学院,4122013706,吉林省,吉林市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,566,active
长春汽车职业技术大学,长春汽车职业技术大学,4122011436,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,567,active
长春职业技术大学,长春职业技术大学,4122013161,吉林省,长春市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,568,active
吉林铁道职业技术大学,吉林铁道职业技术大学,4122014052,吉林省,吉林市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,569,active
长春师范高等专科学校,长春师范高等专科学校,3622000335,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,570,active
辽源职业技术学院,辽源职业技术学院,4122010847,吉林省,辽源市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,571,active
四平职业大学,四平职业大学,4122011044,吉林省,四平市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,572,active
长春金融高等专科学校,长春金融高等专科学校,4122011440,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,573,active
长春医学高等专科学校,长春医学高等专科学校,4122011823,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,574,active
吉林交通职业技术学院,吉林交通职业技术学院,4122012049,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,575,active
长春东方职业学院,长春东方职业学院,4122012306,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,576,active
吉林司法警官职业学院,吉林司法警官职业学院,4122012901,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,577,active
吉林电子信息职业技术学院,吉林电子信息职业技术学院,4122012902,吉林省,吉林市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,578,active
吉林工业职业技术学院,吉林工业职业技术学院,4122012903,吉林省,吉林市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,579,active
吉林工程职业学院,吉林工程职业学院,4122012904,吉林省,四平市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,580,active
白城医学高等专科学校,白城医学高等专科学校,4122013743,吉林省,白城市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,581,active
长春信息技术职业学院,长春信息技术职业学院,4122013916,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,582,active
松原职业技术学院,松原职业技术学院,4122013917,吉林省,松原市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,583,active
白城职业技术学院,白城职业技术学院,4122014107,吉林省,白城市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,584,active
长白山职业技术学院,长白山职业技术学院,4122014190,吉林省,白山市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,585,active
吉林科技职业技术学院,吉林科技职业技术学院,4122014291,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,586,active
延边职业技术学院,延边职业技术学院,4122014340,吉林省,延边朝鲜族自治州,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,587,active
吉林城市职业技术学院,吉林城市职业技术学院,4122014426,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,588,active
吉林职业技术学院,吉林职业技术学院,4122014567,吉林省,延边朝鲜族自治州,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,589,active
吉林水利电力职业学院,吉林水利电力职业学院,4122014602,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,590,active
长春健康职业学院,长春健康职业学院,4122014603,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,591,active
长春早期教育职业学院,长春早期教育职业学院,4122014701,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,592,active
梅河口康美职业技术学院,梅河口康美职业技术学院,4122014702,吉林省,通化市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,593,active
吉林通用航空职业技术学院,吉林通用航空职业技术学院,4122014743,吉林省,吉林市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,594,active
通化医药健康职业学院,通化医药健康职业学院,4122014744,吉林省,通化市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,595,active
长春数字科技职业学院,长春数字科技职业学院,4122014894,吉林省,长春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,596,active
四平现代职业学院,四平现代职业学院,4122014910,吉林省,四平市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=吉林省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,597,active
黑龙江大学,黑龙江大学,4123010212,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,598,active
哈尔滨工业大学,哈尔滨工业大学,4123010213,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=工业和信息化部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,599,active
哈尔滨理工大学,哈尔滨理工大学,4123010214,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,600,active
哈尔滨工程大学,哈尔滨工程大学,4123010217,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=工业和信息化部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,601,active
黑龙江科技大学,黑龙江科技大学,4123010219,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,602,active
东北石油大学,东北石油大学,4123010220,黑龙江省,大庆市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,603,active
佳木斯大学,佳木斯大学,4123010222,黑龙江省,佳木斯市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,604,active
黑龙江八一农垦大学,黑龙江八一农垦大学,4123010223,黑龙江省,大庆市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,605,active
东北农业大学,东北农业大学,4123010224,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,606,active
东北林业大学,东北林业大学,4123010225,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,607,active
哈尔滨医科大学,哈尔滨医科大学,4123010226,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,608,active
黑龙江中医药大学,黑龙江中医药大学,4123010228,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,609,active
牡丹江医科大学,牡丹江医科大学,4123010229,黑龙江省,牡丹江市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,610,active
哈尔滨师范大学,哈尔滨师范大学,4123010231,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,611,active
齐齐哈尔大学,齐齐哈尔大学,4123010232,黑龙江省,齐齐哈尔市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,612,active
牡丹江师范学院,牡丹江师范学院,4123010233,黑龙江省,牡丹江市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,613,active
哈尔滨学院,哈尔滨学院,4123010234,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,614,active
大庆师范学院,大庆师范学院,4123010235,黑龙江省,大庆市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,615,active
绥化学院,绥化学院,4123010236,黑龙江省,绥化市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,616,active
哈尔滨商业大学,哈尔滨商业大学,4123010240,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,617,active
哈尔滨体育学院,哈尔滨体育学院,4123010242,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,618,active
哈尔滨金融学院,哈尔滨金融学院,4123010245,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,619,active
齐齐哈尔医学院,齐齐哈尔医学院,4123011230,黑龙江省,齐齐哈尔市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,620,active
黑龙江工业学院,黑龙江工业学院,4123011445,黑龙江省,鸡西市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,621,active
黑龙江东方学院,黑龙江东方学院,4123011446,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,622,active
哈尔滨信息工程学院,哈尔滨信息工程学院,4123011635,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,623,active
黑龙江工程学院,黑龙江工程学院,4123011802,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,624,active
齐齐哈尔工程学院,齐齐哈尔工程学院,4123012729,黑龙江省,齐齐哈尔市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,625,active
黑龙江外国语学院,黑龙江外国语学院,4123013296,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,626,active
黑龙江财经学院,黑龙江财经学院,4123013298,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,627,active
哈尔滨石油学院,哈尔滨石油学院,4123013299,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,628,active
黑龙江工商学院,黑龙江工商学院,4123013300,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,629,active
哈尔滨远东理工学院,哈尔滨远东理工学院,4123013301,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,630,active
哈尔滨剑桥学院,哈尔滨剑桥学院,4123013303,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,631,active
黑龙江工程学院昆仑旅游学院,黑龙江工程学院昆仑旅游学院,4123013304,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,632,active
哈尔滨广厦学院,哈尔滨广厦学院,4123013306,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,633,active
哈尔滨华德学院,哈尔滨华德学院,4123013307,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,634,active
黑河学院,黑河学院,4123013744,黑龙江省,黑河市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,635,active
哈尔滨音乐学院,哈尔滨音乐学院,4123014560,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,636,active
哈尔滨职业技术大学,哈尔滨职业技术大学,4123012911,黑龙江省,哈尔滨市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,637,active
齐齐哈尔高等师范专科学校,齐齐哈尔高等师范专科学校,4123010238,黑龙江省,齐齐哈尔市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,638,active
伊春职业学院,伊春职业学院,4123010872,黑龙江省,伊春市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,639,active
牡丹江大学,牡丹江大学,4123011046,黑龙江省,牡丹江市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,640,active
黑龙江职业学院,黑龙江职业学院,4123011449,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,641,active
黑龙江建筑职业技术学院,黑龙江建筑职业技术学院,4123012053,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,642,active
黑龙江艺术职业学院,黑龙江艺术职业学院,4123012490,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,643,active
大庆职业学院,大庆职业学院,4123012718,黑龙江省,大庆市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,644,active
黑龙江林业职业技术学院,黑龙江林业职业技术学院,4123012724,黑龙江省,牡丹江市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,645,active
黑龙江农业职业技术学院,黑龙江农业职业技术学院,4123012725,黑龙江省,佳木斯市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,646,active
黑龙江农业工程职业学院,黑龙江农业工程职业学院,4123012726,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,647,active
黑龙江农垦职业学院,黑龙江农垦职业学院,4123012727,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,648,active
黑龙江司法警官职业学院,黑龙江司法警官职业学院,4123012728,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,649,active
鹤岗师范高等专科学校,鹤岗师范高等专科学校,4123012905,黑龙江省,鹤岗市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,650,active
哈尔滨电力职业技术学院,哈尔滨电力职业技术学院,4123012906,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,651,active
哈尔滨铁道职业技术学院,哈尔滨铁道职业技术学院,4123012907,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,652,active
大兴安岭职业学院,大兴安岭职业学院,4123012908,黑龙江省,大兴安岭地区,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,653,active
黑龙江农业经济职业学院,黑龙江农业经济职业学院,4123012910,黑龙江省,牡丹江市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,654,active
哈尔滨传媒职业学院,哈尔滨传媒职业学院,4123013302,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,655,active
黑龙江商业职业学院,黑龙江商业职业学院,4123013448,黑龙江省,牡丹江市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,656,active
黑龙江公安警官职业学院,黑龙江公安警官职业学院,4123013449,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,657,active
哈尔滨城市职业学院,哈尔滨城市职业学院,4123013451,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,658,active
黑龙江旅游职业技术学院,黑龙江旅游职业技术学院,4123013729,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,659,active
黑龙江三江美术职业学院,黑龙江三江美术职业学院,4123013730,黑龙江省,佳木斯市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省教育厅；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,660,active
黑龙江生态工程职业学院,黑龙江生态工程职业学院,4123013731,黑龙江省,哈尔滨市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,661,active
黑龙江能源职业学院,黑龙江能源职业学院,4123013732,黑龙江省,双鸭山市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,662,active
七台河职业学院,七台河职业学院,4123013918,黑龙江省,七台河市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=黑龙江省；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,663,active
